Date,Close,High,Low,Open,Volume,,,,,
2024-05-16,18738.81055,18890.7793,18716.33008,18874.84961,76322100,,,,,
2024-05-17,18704.41992,18724.01953,18627.91016,18713.25,75994100,,,,,
2024-05-20,18768.96094,18804,18710.13086,18710.13086,41185400,,,,,
2024-05-21,18726.75977,18768.64063,18638.14063,18768.64063,65727800,,,,,
2024-05-22,18680.19922,18731.65039,18642.19922,18731.65039,57984200,,,,,
2024-05-23,18691.32031,18766.67969,18639.16992,18682.48047,63719300,,,,,
2024-05-24,18693.36914,18706.65039,18515.83984,18687.59961,53855900,,,,,
2024-05-27,18774.71094,18775.13086,18680.81055,18703.13086,37335400,,,,,
2024-05-28,18677.86914,18855.05078,18635.03906,18775.55078,52670400,,,,,
2024-05-29,18473.28906,18677.69922,18438.00977,18677.69922,59553600,,,,,
2024-05-30,18496.78906,18531.84961,18394.42969,18465.4707,52348300,,,,,
2024-05-31,18497.93945,18542.26953,18426.7207,18495.2207,144013800,,,,,
2024-06-03,18608.16016,18697.08984,18503.78906,18503.78906,54181600,,,,,
2024-06-04,18405.64063,18608.30078,18365.5293,18608.30078,81414800,,,,,
2024-06-05,18575.93945,18624.35938,18406.06055,18406.06055,63882100,,,,,
2024-06-06,18652.66992,18784.65039,18576.58008,18576.58008,60878800,,,,,
2024-06-07,18557.26953,18649.08008,18424.59961,18649.08008,61383200,,,,,
2024-06-10,18494.89063,18550.33008,18359.41992,18550.33008,53451600,,,,,
2024-06-11,18369.93945,18543.03906,18281.56055,18497.84961,63755500,,,,,
2024-06-12,18630.85938,18651.69922,18368.51953,18368.51953,61490000,,,,,
2024-06-13,18265.67969,18632.00977,18253.41992,18632.00977,72490900,,,,,
2024-06-14,18002.01953,18304.78906,17951.16992,18267.67969,92522600,,,,,
2024-06-17,18068.21094,18149.33008,17969.53906,18008.23047,57818800,,,,,
2024-06-18,18131.9707,18214.19922,18073.24023,18073.43945,50843000,,,,,
2024-06-19,18067.91016,18148.00977,18055.63086,18131.34961,52036900,,,,,
2024-06-20,18254.17969,18254.17969,18068.58008,18068.66992,59523600,,,,,
2024-06-21,18163.51953,18257.93945,18090.03906,18254.57031,154535300,,,,,
2024-06-24,18325.58008,18354.71094,18165.53906,18165.53906,61738700,,,,,
2024-06-25,18177.61914,18307.60938,18075.75,18300.41992,54133500,,,,,
2024-06-26,18155.24023,18363.39063,18045.53906,18176.80078,56452300,,,,,
2024-06-27,18210.55078,18265.51953,18141.2793,18154.9707,54448500,,,,,
2024-06-28,18235.44922,18352.65039,18198.09961,18211.9707,64588100,,,,,
2024-07-01,18290.66016,18460.7207,18236.26953,18236.34961,55846500,,,,,
2024-07-02,18164.06055,18286.85938,18030.49023,18286.85938,57146800,,,,,
2024-07-03,18374.5293,18395.59961,18181.71094,18181.71094,59157800,,,,,
2024-07-04,18450.48047,18468.16016,18375.67969,18375.96094,34330900,,,,,
2024-07-05,18475.44922,18650.35938,18420.57031,18450.58984,45501300,,,,,
2024-07-08,18472.05078,18631.60938,18444.06055,18474.26953,45306600,,,,,
2024-07-09,18236.18945,18473,18213.98047,18471.34961,56403100,,,,,
2024-07-10,18407.2207,18420.13086,18236.75,18236.75,49277300,,,,,
2024-07-11,18534.56055,18578.44922,18409.65039,18409.69922,50928500,,,,,
2024-07-12,18748.17969,18779.40039,18528.39063,18534.49023,49829900,,,,,
2024-07-15,18590.89063,18743.67969,18581.01953,18736.10938,42769100,,,,,
2024-07-16,18518.0293,18586.41992,18448.26953,18586.41992,45194900,,,,,
2024-07-17,18437.30078,18532.66016,18347.24023,18512.10938,49011600,,,,,
2024-07-18,18354.75977,18536.25977,18352.33008,18439.33008,52139700,,,,,
2024-07-19,18171.92969,18341.82031,18162.30078,18340.84961,58262300,,,,,
2024-07-22,18407.07031,18468.59961,18231.41016,18270.84961,46821100,,,,,
2024-07-23,18557.69922,18647.09961,18464.2207,18500.66992,48611000,,,,,
2024-07-24,18387.46094,18456.39063,18348.99023,18394.30078,71705700,,,,,
2024-07-25,18298.7207,18326.17969,18096.68945,18209.40039,70728300,,,,,
2024-07-26,18417.55078,18428.88086,18218.53906,18255.34961,46952600,,,,,
2024-07-29,18320.66992,18546.32031,18309.26953,18542.42969,42845500,,,,,
2024-07-30,18411.17969,18469.08008,18341.41992,18363.92969,43049700,,,,,
2024-07-31,18508.65039,18564.39063,18434.82031,18503.17969,62448100,,,,,
2024-08-01,18083.05078,18440.91992,18069.61914,18432.5,71404300,,,,,
2024-08-02,17661.2207,17918.01953,17623.9707,17884.85938,93521900,,,,,
2024-08-05,17339,17525.58984,17024.82031,17525.58984,101880300,,,,,
2024-08-06,17354.32031,17505.23047,17233.07031,17422.57031,78115300,,,,,
2024-08-07,17615.15039,17666.82031,17386.88086,17438.65039,73601400,,,,,
2024-08-08,17680.40039,17696.66992,17439.86914,17516.05078,61730800,,,,,
2024-08-09,17722.88086,17788.7207,17618.41992,17672.90039,0,,,,,
2024-08-12,17726.4707,17829.09961,17677.78906,17784.0293,38708600,,,,,
2024-08-13,17812.05078,17817.07031,17669.64063,17799.66016,0,,,,,
2024-08-14,17885.59961,17921.99023,17827.08008,17882.17969,0,,,,,
2024-08-15,18183.24023,18198.08984,17909.74023,17977.81055,0,,,,,
2024-08-16,18322.40039,18344.2207,18226.59961,18236.01953,63794900,,,,,
2024-08-19,18421.68945,18454.93945,18284.85938,18312.50977,43769700,,,,,
2024-08-20,18357.51953,18495.2793,18349.98047,18473.23047,42912000,,,,,
2024-08-21,18448.94922,18476.63086,18352.18945,18358.78906,36068100,,,,,
2024-08-22,18493.39063,18551.39063,18458.60938,18459.2793,40950900,,,,,
2024-08-23,18633.09961,18670.44922,18519.28906,18538.86914,41122500,,,,,
2024-08-26,18617.01953,18638.9707,18554.50977,18589.90039,23952300,,,,,
2024-08-27,18681.81055,18724.39063,18622.66016,18637.19922,35308200,,,,,
2024-08-28,18782.28906,18856.58984,18731.44922,18745.14063,37615100,,,,,
2024-08-29,18912.57031,18936.03906,18781.16016,18791.16992,39421500,,,,,
2024-08-30,18906.91992,18970.71094,18886.08984,18891.34961,95583000,,,,,
2024-09-02,18930.84961,18937.98047,18778.53906,18913.5293,36654700,,,,,
2024-09-03,18747.10938,18990.7793,18728.46094,18979.5293,51866700,,,,,
2024-09-04,18591.84961,18654.19922,18531.98047,18531.98047,52360600,,,,,
2024-09-05,18576.5,18677.63086,18536.56055,18539.15039,57259500,,,,,
2024-09-06,18301.90039,18607.78906,18274.98047,18534.86914,60804900,,,,,
2024-09-09,18443.56055,18484.2793,18353.25,18379.51953,43109500,,,,,
2024-09-10,18265.91992,18490.67969,18233.85938,18417.10938,70039500,,,,,
2024-09-11,18330.26953,18434.61914,18208.83984,18342.57031,87371800,,,,,
2024-09-12,18518.39063,18595.83008,18382.25977,18533.41016,61591100,,,,,
2024-09-13,18699.40039,18722.18945,18542.23047,18546.2207,69687600,,,,,
2024-09-16,18633.10938,18672.23047,18599.5293,18621.7793,51208600,,,,,
2024-09-17,18726.08008,18805.08984,18671.64063,18686.75977,60260500,,,,,
2024-09-18,18711.49023,18756.5293,18695.36914,18729.64063,56152800,,,,,
2024-09-19,19002.38086,19044.96094,18806.16016,18877.57031,80223000,,,,,
2024-09-20,18720.00977,18900.43945,18710.33984,18895.82031,155117400,,,,,
2024-09-23,18846.78906,18857.36914,18684.33984,18766.91992,67192700,,,,,
2024-09-24,18996.63086,19029.44922,18903.48047,18982.40039,57329700,,,,,
2024-09-25,18918.5,18965.00977,18840.13086,18845.91992,52174600,,,,,
2024-09-26,19238.35938,19253.07031,19088.41992,19107.85938,78292900,,,,,
2024-09-27,19473.63086,19491.92969,19239.85938,19257.67969,77616700,,,,,
2024-09-30,19324.92969,19449.98047,19314.33984,19412.33008,67084500,,,,,
2024-10-01,19213.14063,19448.94922,19143.78906,19409.39063,69875300,,,,,
2024-10-02,19164.75,19250.89063,19059.59961,19221.66016,49480800,,,,,
2024-10-03,19015.41016,19110.31055,18964.31055,19074.44922,46992800,,,,,
2024-10-04,19120.92969,19171.53906,18952.43945,18968.84961,58396000,,,,,
2024-10-07,19104.09961,19151.9707,19011.93945,19150.26953,46285500,,,,,
2024-10-08,19066.4707,19098.48047,18911.7207,18937.69922,49308400,,,,,
2024-10-09,19254.92969,19259.11914,19007.84961,19065.17969,53333500,,,,,
2024-10-10,19210.90039,19285.16016,19145.41992,19242.84961,52366500,,,,,
2024-10-11,19373.83008,19377.09961,19175.7793,19206.31055,54978200,,,,,
2024-10-14,19508.28906,19518.43945,19392.64063,19409.68945,43005800,,,,,
2024-10-15,19486.18945,19633.91016,19457.49023,19581.57031,69656200,,,,,
2024-10-16,19432.81055,19510.25977,19401.53906,19465.30078,51088700,,,,,
2024-10-17,19583.39063,19674.67969,19499.46094,19509.78906,49000700,,,,,
2024-10-18,19657.36914,19667.33984,19540.19922,19543.71094,57112300,,,,,
2024-10-21,19461.18945,19645.01953,19451.7207,19609.41992,41631500,,,,,
2024-10-22,19421.91016,19591.49023,19368.68945,19528.91016,54438000,,,,,
2024-10-23,19377.61914,19464.53906,19330.10938,19399.33008,52260500,,,,,
2024-10-24,19443,19555.44922,19417.73047,19417.73047,55469100,,,,,
2024-10-25,19463.58984,19516.24023,19388.91016,19419.51953,46014500,,,,,
2024-10-28,19531.61914,19570.91992,19399.16016,19528.66992,46669100,,,,,
2024-10-29,19478.07031,19643.11914,19465,19634.33008,46982400,,,,,
2024-10-30,19257.33984,19420.93945,19201.24023,19403.42969,59541100,,,,,
2024-10-31,19077.53906,19184.31055,19004.9707,19096.67969,63370400,,,,,
2024-11-01,19254.9707,19297.64063,19082.09961,19093.99023,45756600,,,,,
2024-11-04,19147.84961,19286.03906,19147.75977,19231.85938,43111600,,,,,
2024-11-05,19256.26953,19263.14063,19104.58984,19170.15039,47179800,,,,,
2024-11-06,19039.31055,19563.9707,19007.88086,19360.75,112726700,,,,,
2024-11-07,19362.51953,19437.88086,19148.78906,19157.2207,83268900,,,,,
2024-11-08,19215.48047,19411.59961,19146.5293,19411.58984,69792500,,,,,
2024-11-11,19448.59961,19546.90039,19382.48047,19386.69922,59016800,,,,,
2024-11-12,19033.64063,19339.82031,19019.66992,19260.58008,92931100,,,,,
2024-11-13,19003.10938,19125.68945,18838.67969,19024.2793,92679600,,,,,
2024-11-14,19263.69922,19307.57031,19060.43945,19072.18945,77861900,,,,,
2024-11-15,19210.81055,19288.89063,19121.14063,19135.64063,67439800,,,,,
2024-11-18,19189.18945,19279.16016,19091.90039,19249.25977,51546500,,,,,
2024-11-19,19060.31055,19211.80078,18812.5293,19175.83984,62320400,,,,,
2024-11-20,19004.7793,19198.74023,18962.18945,19153.0293,53795400,,,,,
2024-11-21,19146.16992,19152.60938,18900.01953,19060.91992,55646800,,,,,
2024-11-22,19322.58984,19338.09961,19036.41016,19240.23047,71164000,,,,,
2024-11-25,19405.19922,19468.30078,19329.88086,19462.24023,121851800,,,,,
2024-11-26,19295.98047,19385.34961,19239.36914,19309.16016,60758200,,,,,
2024-11-27,19261.75,19287.03906,19145.00977,19257.76953,51794500,,,,,
2024-11-28,19425.73047,19437.57031,19346.58984,19366.7207,42531100,,,,,
2024-11-29,19626.44922,19640.15039,19380.21094,19400.38086,52162600,,,,,
2024-12-02,19933.61914,19933.61914,19568.5,19586.16992,63210300,,,,,
2024-12-03,20016.75,20038.00977,19926.25977,19947.17969,63234700,,,,,
2024-12-04,20232.14063,20260.60938,20085.31055,20103.89063,63418900,,,,,
2024-12-05,20358.80078,20373.42969,20216.33008,20218.28906,58274500,,,,,
2024-12-06,20384.60938,20425.85938,20331.24023,20374.53906,61610000,,,,,
2024-12-09,20345.96094,20461.84961,20318.25977,20461.84961,58794900,,,,,
2024-12-10,20329.16016,20393.85938,20277.63086,20278.74023,66183800,,,,,
2024-12-11,20399.16016,20415.41016,20292.85938,20296.18945,59728100,,,,,
2024-12-12,20426.26953,20453.43945,20388.0293,20440.07031,55684800,,,,,
2024-12-13,20405.91992,20522.82031,20367.11914,20450.96094,52015900,,,,,
2024-12-16,20313.81055,20387.88086,20304.7793,20360.75,64212700,,,,,
2024-12-17,20246.36914,20356.58008,20241.5,20290.96094,70862400,,,,,
2024-12-18,20242.57031,20329.66992,20241.98047,20273.84961,62488100,,,,,
2024-12-19,19969.85938,20105.09961,19959.17969,20032.05078,70045700,,,,,
2024-12-20,19884.75,19924.69922,19649.86914,19822.86914,135977900,,,,,
2024-12-23,19848.76953,19901.32031,19805.57031,19847.9707,38341600,,,,,
2024-12-27,19984.32031,19984.32031,19801.33008,19831.67969,43396400,,,,,
